label,Throughput,errors,elapsed,Latency
14:04:13,"18,86792",0.0,53.0,2.0
14:04:14,"32,25806",0.0,31.0,2.0
14:04:16,"27,88340",0.0,20.5,1.6363636363636365
14:04:17,"4,99500",0.0,50.8,2.0
14:04:18,"41,66667",0.0,24.0,1.0
14:04:19,"16,12903",0.0,62.0,3.0
14:04:20,"14,08451",0.0,71.0,3.0
14:04:22,"28,13299",0.0,19.136363636363637,0.9545454545454546
14:04:23,"5,20291",0.0,38.2,1.4
14:04:24,"14,70588",0.0,68.0,2.0
14:04:25,"29,41176",0.0,34.0,1.0
14:04:26,"17,54386",0.0,57.0,2.0
14:04:28,"27,95426",0.0,19.09090909090909,1.1363636363636365
14:04:29,"5,05561",0.0,48.8,1.6
14:04:30,"14,92537",0.0,67.0,2.0
14:04:31,"15,38462",0.0,65.0,2.0
14:04:32,"20,00000",0.0,50.0,1.0
14:04:34,"27,91878",0.0,33.59090909090909,1.4545454545454546
14:04:35,"5,06586",0.0,47.4,1.2
14:04:36,"37,03704",0.0,27.0,1.0
14:04:37,"32,25806",0.0,31.0,1.0
14:04:38,"16,66667",0.0,60.0,2.0
14:04:40,"27,74275",0.0,19.727272727272727,0.9545454545454546
14:04:41,"5,17063",0.0,40.8,1.2
14:04:42,"13,88889",0.0,72.0,2.0
14:04:43,"15,15152",0.0,66.0,2.0
14:04:44,"35,71429",0.0,28.0,1.0
14:04:46,"28,06122",0.0,27.772727272727273,1.5909090909090908
14:04:47,"5,17598",0.0,46.6,1.8
14:04:48,"19,60784",0.0,51.0,1.0
14:04:49,"14,28571",0.0,70.0,2.0
14:04:50,"16,66667",0.0,60.0,2.0
14:04:52,"27,74275",0.0,27.454545454545453,1.2727272727272727
14:04:53,"5,21921",0.0,44.0,1.4
14:04:54,"12,50000",0.0,80.0,2.0
14:04:55,"33,33333",0.0,30.0,2.0
14:04:56,"20,83333",0.0,48.0,1.0
14:04:58,"27,91878",0.0,21.863636363636363,0.8636363636363636
14:04:59,"4,99500",0.0,48.2,1.6
14:05:00,"14,92537",0.0,67.0,2.0
14:05:01,"17,85714",0.0,56.0,2.0
14:05:02,"32,25806",0.0,31.0,2.0
14:05:04,"27,77778",0.0,26.0,1.2727272727272727
14:05:05,"5,08647",0.0,42.6,1.8
14:05:06,"47,61905",0.0,21.0,1.0
14:05:07,"32,25806",0.0,31.0,1.0
14:05:08,"16,12903",0.0,62.0,2.0
14:05:10,"27,98982",0.0,19.045454545454547,0.9090909090909091
14:05:11,"5,17063",0.0,50.8,1.4
14:05:12,"14,70588",0.0,68.0,2.0
14:05:13,"15,87302",0.0,63.0,2.0
14:05:14,"40,00000",0.0,25.0,0.0
14:05:16,"27,98982",0.0,24.227272727272727,1.3636363636363635
14:05:17,"5,03018",0.0,46.0,1.4
14:05:18,"20,00000",0.0,50.0,1.0
14:05:19,"15,62500",0.0,64.0,2.0
14:05:20,"18,51852",0.0,54.0,2.0
14:05:22,"27,95426",0.0,23.454545454545453,1.0454545454545454
14:05:23,"5,17063",0.0,43.4,1.4
14:05:24,"16,12903",0.0,62.0,3.0
14:05:25,"28,57143",0.0,35.0,1.0
14:05:26,"27,02703",0.0,37.0,1.0
14:05:28,"27,70781",0.0,23.545454545454547,1.0
14:05:29,"5,01505",0.0,48.6,1.8
14:05:30,"13,88889",0.0,72.0,2.0
14:05:31,"17,54386",0.0,57.0,2.0
14:05:32,"20,83333",0.0,48.0,1.0
14:05:34,"27,95426",0.0,24.181818181818183,1.1363636363636365
14:05:35,"5,09165",0.0,50.0,1.8
14:05:36,"38,46154",0.0,26.0,1.0
14:05:37,"41,66667",0.0,24.0,1.0
14:05:38,"14,70588",0.0,68.0,2.0
14:05:40,"27,77778",0.0,20.045454545454547,0.7272727272727273
14:05:41,"5,15996",0.0,43.2,1.6
14:05:42,"14,70588",0.0,68.0,2.0
14:05:43,"15,15152",0.0,66.0,2.0
14:05:44,"40,00000",0.0,25.0,2.0
14:05:46,"28,09706",0.0,25.227272727272727,1.2727272727272727
14:05:47,"5,05561",0.0,47.6,1.6
14:05:48,"19,23077",0.0,52.0,5.0
14:05:49,"11,90476",0.0,84.0,3.0
14:05:50,"15,38462",0.0,65.0,3.0
